Year,Title,Experience,Employment Status,Salary (USD),Employee Residence,Remote Ratio,Company Location,Company Size
2024,Data Scientist,Mid-level / Intermediate,Full-time,150000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,170000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,117000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,103000,United States,100,United States,Medium (50-250)
2024,Research Analyst,Entry-level / Junior,Full-time,115000,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,175000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,85000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,100000,United States,100,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,75000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,205000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,79000,United States,0,United States,Medium (50-250)
2024,Big Data Developer,Mid-level / Intermediate,Full-time,117000,United States,0,United States,Large (>250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,72000,United States,0,United States,Medium (50-250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,222200,United States,0,United States,Large (>250)
2024,Data Manager,Mid-level / Intermediate,Full-time,77000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,283780,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,331640,United States,0,United States,Medium (50-250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,136000,United States,0,United States,Large (>250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,95000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,203500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,33500,Great Britain,0,Great Britain,Medium (50-250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,99000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,81250,Great Britain,100,Great Britain,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,64500,United States,0,United States,Medium (50-250)
2024,Data Manager,Mid-level / Intermediate,Full-time,49900,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,51500,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,240200,Great Britain,100,Great Britain,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,102900,Great Britain,100,Great Britain,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,195600,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,56250,Great Britain,100,Great Britain,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,138800,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,165500,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,180400,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,80000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,133000,United States,100,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,100000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,139000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,33500,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,70000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,112000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,104000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,134400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,190000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,118136,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,147670,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,164000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,117000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,109000,United States,0,United States,Medium (50-250)
2024,BI Developer,Senior-level / Expert,Full-time,42000,Philippines,0,Philippines,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,154000,United States,0,United States,Medium (50-250)
2024,BI Developer,Senior-level / Expert,Full-time,21600,Philippines,0,Philippines,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,212000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,340000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,28750,Great Britain,0,Great Britain,Medium (50-250)
2024,Machine Learning Scientist,Senior-level / Expert,Full-time,230000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,81536,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,198000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,28750,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,139000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,143000,United States,100,United States,Medium (50-250)
2024,Quantitative Research Analyst,Entry-level / Junior,Full-time,51000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Entry-level / Junior,Full-time,27000,Turkey,0,Turkey,Small (<50)
2024,Machine Learning Scientist,Senior-level / Expert,Full-time,170000,United States,0,United States,Medium (50-250)
2024,Lead Machine Learning Engineer,Senior-level / Expert,Full-time,77777,Finland,50,Finland,Large (>250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,129545,Switzerland,50,Switzerland,Large (>250)
2024,Machine Learning Research Engineer,Entry-level / Junior,Full-time,80769,Canada,50,Canada,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,78800,United States,100,United States,Medium (50-250)
2024,Data Infrastructure Engineer,Mid-level / Intermediate,Full-time,385000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,108500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,297000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Entry-level / Junior,Full-time,74500,United States,0,United States,Medium (50-250)
2024,Data Infrastructure Engineer,Mid-level / Intermediate,Full-time,200000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,212000,Australia,0,Australia,Medium (50-250)
2024,Machine Learning Engineer,Entry-level / Junior,Full-time,130400,United States,0,United States,Medium (50-250)
2024,Data Analytics Lead,Senior-level / Expert,Full-time,166000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,198000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,65000,United States,100,United States,Medium (50-250)
2024,Business Intelligence Analyst,Mid-level / Intermediate,Full-time,91300,Canada,0,Canada,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,204600,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,231000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,141000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,133000,United States,0,United States,Medium (50-250)
2024,Data Analytics Lead,Senior-level / Expert,Full-time,73100,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,93400,Australia,0,Australia,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,176000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,58400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,84500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,72700,United States,0,United States,Medium (50-250)
2023,AI Engineer,Senior-level / Expert,Full-time,46848,Oman,0,Oman,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,92000,United States,100,United States,Medium (50-250)
2024,Business Intelligence Analyst,Mid-level / Intermediate,Full-time,142000,Canada,0,Canada,Medium (50-250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,136000,United States,0,United States,Large (>250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,222200,United States,0,United States,Large (>250)
2024,Data Scientist,Senior-level / Expert,Full-time,95776,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,162819,United States,100,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,86424,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,96000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,175000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,117000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,130500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,138278,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,138000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,122100,United States,0,United States,Medium (50-250)
2024,Business Intelligence Manager,Mid-level / Intermediate,Full-time,117000,United States,0,United States,Medium (50-250)
2024,Data Product Manager,Mid-level / Intermediate,Full-time,200000,United States,0,United States,Medium (50-250)
2024,Data Product Manager,Mid-level / Intermediate,Full-time,250000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Manager,Mid-level / Intermediate,Full-time,99600,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,231250,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,277000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Entry-level / Junior,Full-time,162240,United States,0,United States,Medium (50-250)
2024,Data Engineer,Entry-level / Junior,Full-time,47840,United States,0,United States,Medium (50-250)
2024,Data Analytics Manager,Mid-level / Intermediate,Full-time,128000,United States,0,United States,Medium (50-250)
2024,Data Analytics Manager,Mid-level / Intermediate,Full-time,81500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,75500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,111000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,173000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,202800,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,115000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,65000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,150000,United States,100,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,165000,United States,100,United States,Medium (50-250)
2024,AI Architect,Senior-level / Expert,Full-time,257250,United States,100,United States,Medium (50-250)
2024,AI Architect,Senior-level / Expert,Full-time,99750,United States,100,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,55751,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,169767,New Zealand,0,New Zealand,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,136420,New Zealand,0,New Zealand,Medium (50-250)
2024,Data Developer,Mid-level / Intermediate,Full-time,100000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,93100,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,147800,United States,0,United States,Medium (50-250)
2024,Data Manager,Mid-level / Intermediate,Full-time,83300,United States,0,United States,Medium (50-250)
2024,Data Developer,Mid-level / Intermediate,Full-time,95000,United States,0,United States,Medium (50-250)
2024,Data Manager,Mid-level / Intermediate,Full-time,47500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,100000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,92000,Australia,0,Australia,Medium (50-250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,90000,Australia,0,Australia,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,166000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,175100,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,82915,United States,0,United States,Medium (50-250)
2024,Data Product Manager,Senior-level / Expert,Full-time,220000,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Data Product Manager,Senior-level / Expert,Full-time,137500,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,73000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,234000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,99200,United States,100,United States,Medium (50-250)
2024,Business Intelligence Engineer,Mid-level / Intermediate,Full-time,185000,United States,0,United States,Large (>250)
2024,Research Engineer,Senior-level / Expert,Full-time,146000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,165000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,135000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Engineer,Mid-level / Intermediate,Full-time,79600,United States,0,United States,Large (>250)
2024,Business Intelligence Developer,Senior-level / Expert,Full-time,147500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,236400,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,88200,United States,100,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,61700,United States,100,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,165000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,141800,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,154800,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,76300,United States,0,United States,Medium (50-250)
2024,Business Intelligence Developer,Senior-level / Expert,Full-time,70800,United States,100,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,69400,United States,100,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,115000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,84000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,112000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,185000,United States,0,United States,Large (>250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,79600,United States,0,United States,Large (>250)
2024,Data Analyst,Entry-level / Junior,Full-time,90000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,180000,Canada,100,Canada,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,110000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,155000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,65000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,120000,Canada,100,Canada,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,138500,Canada,100,Canada,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,190500,Canada,100,Canada,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,100000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,170000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,95000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,159000,Canada,0,Canada,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,127000,Canada,0,Canada,Medium (50-250)
2024,Machine Learning Engineer,Entry-level / Junior,Full-time,170000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Entry-level / Junior,Full-time,125000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,147000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,90000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,118000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,116000,United States,0,United States,Medium (50-250)
2024,Data Strategist,Mid-level / Intermediate,Full-time,65000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,255475,United States,100,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,120000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,185800,United States,100,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,190000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,190000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Mid-level / Intermediate,Full-time,440000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Mid-level / Intermediate,Full-time,295000,United States,0,United States,Medium (50-250)
2024,Data Strategist,Mid-level / Intermediate,Full-time,85000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,170000,United States,100,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,140000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,165000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,140250,United States,100,United States,Medium (50-250)
2024,Data Analytics Consultant,Mid-level / Intermediate,Full-time,110300,United States,100,United States,Medium (50-250)
2024,Machine Learning Researcher,Mid-level / Intermediate,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Data Analytics Consultant,Mid-level / Intermediate,Full-time,78100,United States,100,United States,Medium (50-250)
2024,Machine Learning Researcher,Mid-level / Intermediate,Full-time,151800,United States,0,United States,Medium (50-250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,75000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Analyst,Entry-level / Junior,Full-time,65000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,105000,United States,0,United States,Medium (50-250)
2024,AI Research Engineer,Mid-level / Intermediate,Full-time,200000,United States,0,United States,Large (>250)
2024,Data Analytics Specialist,Senior-level / Expert,Full-time,99445,United States,0,United States,Medium (50-250)
2024,Data Analytics Specialist,Senior-level / Expert,Full-time,157144,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,100006,Canada,0,Canada,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,201900,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,97335,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,283800,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,211511,Canada,0,Canada,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,170700,United States,0,United States,Medium (50-250)
2024,Research Analyst,Senior-level / Expert,Full-time,152400,United States,100,United States,Medium (50-250)
2024,Research Analyst,Senior-level / Expert,Full-time,73700,United States,100,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,166000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,73100,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,202600,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,273500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,126600,United States,0,United States,Medium (50-250)
2024,Business Intelligence,Senior-level / Expert,Full-time,176875,United States,0,United States,Medium (50-250)
2024,Business Intelligence,Senior-level / Expert,Full-time,84750,United States,0,United States,Medium (50-250)
2024,ETL Developer,Mid-level / Intermediate,Full-time,73100,United States,0,United States,Medium (50-250)
2024,ETL Developer,Mid-level / Intermediate,Full-time,166000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,93800,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,88200,United States,100,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,61700,United States,100,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,75000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,60000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,121500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,88200,United States,100,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,133000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,58300,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,229900,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,201400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,247250,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,94700,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,184000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,123000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,258600,United States,100,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,215500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,237188,United States,100,United States,Medium (50-250)
2024,Data Specialist,Mid-level / Intermediate,Full-time,59500,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,153900,United States,0,United States,Medium (50-250)
2024,Data Specialist,Mid-level / Intermediate,Full-time,112500,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,85500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,177700,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,151800,United States,0,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,108500,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,194063,United States,100,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,78800,United States,100,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,212000,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,93300,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,171000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,209000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,109000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,164000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,115000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,47500,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,83300,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,119200,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,156450,United States,0,United States,Medium (50-250)
2024,Data Engineer,Entry-level / Junior,Full-time,120000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Entry-level / Junior,Full-time,130916,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,113050,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,161500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,198000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,235000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,260000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,109400,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,170000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,185900,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,110000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,148000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,185000,United States,100,United States,Medium (50-250)
2024,Machine Learning Engineer,Mid-level / Intermediate,Full-time,235680,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,110000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Mid-level / Intermediate,Full-time,153040,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,290000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,185000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,145000,United States,0,United States,Medium (50-250)
